transaction_id,customer_id,amount,payment_method,customer_segment,transaction_hour,days_since_last_payment,previous_failures,retry_count,checkout_duration,device_type,location_type,payment_gateway,failure_reason,subscription_status,invoice_age_days,amount_due,payment_status,revenue_at_risk
txn_e9f87417fd8f42,cust_6534,46337.79,debit_card,returning,21,91,2,0,481,mobile,domestic,razorpay,None,inactive,1,46337.79,success,0
txn_1e75e75a40aa4f,cust_4136,39868.43,upi,loyal,16,152,2,0,527,tablet,international,razorpay,None,inactive,58,39868.43,success,0
txn_315229c2a3a840,cust_6895,38208.47,debit_card,new,12,52,0,0,71,desktop,domestic,razorpay,None,inactive,39,38208.47,success,0
txn_8324604d1cff41,cust_3217,28001.76,upi,returning,15,157,5,0,501,mobile,domestic,razorpay,None,active,50,28425.63,success,0
txn_8a1ab931322d48,cust_3915,10663.28,wallet,churn_risk,21,8,2,0,246,desktop,domestic,razorpay,None,none,35,10663.28,success,0
txn_ccd4b2eb844e40,cust_3814,6197.94,debit_card,loyal,23,109,0,0,417,desktop,domestic,razorpay,None,none,23,6197.94,success,0
txn_cf0e8eb7f8d849,cust_5053,40371.29,wallet,returning,23,57,0,0,532,tablet,domestic,razorpay,None,inactive,49,40371.29,success,0
txn_472e86e28eb949,cust_5561,5611.74,wallet,high_value,0,166,0,0,271,mobile,domestic,razorpay,None,inactive,22,5767.91,success,0
txn_77bd71e35e5346,cust_4728,11996.91,upi,high_value,13,94,2,2,160,desktop,domestic,razorpay,bank_declined,active,54,11996.91,failed,1
txn_20f84cdec21149,cust_9814,16666.49,net_banking,loyal,21,84,0,1,55,tablet,domestic,razorpay,expired_card,none,20,16666.49,failed,1
txn_b94a85aaad5a43,cust_6761,45475.69,wallet,churn_risk,18,50,0,0,414,mobile,domestic,razorpay,None,inactive,18,45475.69,success,0
txn_6bebbdfd1af24b,cust_1092,23535.02,upi,churn_risk,4,64,2,3,303,tablet,domestic,razorpay,network_error,none,31,23535.02,abandoned,1
txn_9e2e4d56ef4e4f,cust_6591,12833.0,wallet,returning,1,102,4,2,535,mobile,domestic,razorpay,expired_card,inactive,53,12833.0,abandoned,1
txn_ab4aa922185246,cust_3470,13152.89,upi,churn_risk,22,171,2,0,134,mobile,domestic,razorpay,None,inactive,42,13300.65,success,0
txn_1c2e5d7d0f8443,cust_7610,19325.96,credit_card,loyal,17,135,2,0,90,mobile,domestic,razorpay,None,inactive,54,19325.96,success,0
txn_36cba32d356745,cust_9559,48213.22,wallet,loyal,9,27,0,2,298,desktop,domestic,razorpay,network_error,inactive,11,48213.22,abandoned,1
txn_5addc0d5592944,cust_6982,8670.67,debit_card,new,22,93,3,2,16,desktop,domestic,razorpay,bank_declined,active,11,8670.67,failed,1
txn_7e7c5a659f4e44,cust_5944,46862.91,net_banking,loyal,5,59,0,2,536,desktop,domestic,razorpay,bank_declined,inactive,33,46862.91,failed,1
txn_a987c23355bc46,cust_2495,9477.46,debit_card,churn_risk,10,153,1,1,335,mobile,domestic,razorpay,expired_card,inactive,48,9477.46,failed,1
txn_a4e7f86e66414f,cust_2421,37414.5,net_banking,new,14,121,0,1,489,tablet,domestic,razorpay,insufficient_funds,none,14,37414.5,overdue,1
txn_08019c2da08d47,cust_1536,3771.41,wallet,high_value,21,8,0,0,409,mobile,domestic,razorpay,None,inactive,2,3771.41,pending,0
txn_e2e0d671c8e64d,cust_9412,20590.12,debit_card,high_value,0,95,0,0,495,mobile,domestic,razorpay,None,inactive,26,20590.12,success,0
txn_ee1fca7f503d4c,cust_2406,2013.67,upi,new,3,21,2,3,185,desktop,domestic,razorpay,bank_declined,inactive,49,2273.29,failed,0
txn_f3bf9182fb9a43,cust_4280,34011.02,upi,churn_risk,13,87,0,1,77,mobile,domestic,razorpay,network_error,inactive,34,34011.02,failed,0
txn_dcfb54a1cf674d,cust_8081,12480.34,debit_card,new,22,105,0,0,461,mobile,domestic,razorpay,None,active,4,12800.49,success,0
txn_a3d4601f24994e,cust_6014,7383.76,upi,high_value,9,19,1,0,510,mobile,domestic,razorpay,None,none,12,7383.76,success,0
txn_df03a4ca8dc447,cust_1914,45955.73,wallet,returning,16,34,1,0,368,tablet,domestic,razorpay,None,none,9,45955.73,success,0
txn_653dcc1aed9b43,cust_3307,26059.77,net_banking,new,21,136,0,0,227,mobile,domestic,razorpay,None,none,16,26059.77,success,0
txn_e89b3d6fcbfe41,cust_5552,48782.99,credit_card,new,15,141,1,1,121,tablet,domestic,razorpay,network_error,active,20,48782.99,failed,0
txn_80d297a88fa74b,cust_2413,5464.78,credit_card,returning,0,127,0,0,129,mobile,domestic,razorpay,None,active,8,5464.78,success,0
txn_391fe82ea7354a,cust_7952,20508.88,net_banking,loyal,18,53,0,0,137,tablet,domestic,razorpay,None,inactive,32,20508.88,success,0
txn_41bae4a19c104a,cust_9304,48951.38,wallet,churn_risk,4,166,0,0,66,tablet,domestic,razorpay,None,inactive,9,49212.14,success,0
txn_89e3f5b972e346,cust_5820,3692.09,debit_card,returning,13,49,0,0,504,desktop,domestic,razorpay,None,inactive,26,3848.95,success,0
txn_c263da45e3ad4a,cust_9169,41468.82,credit_card,churn_risk,23,126,1,0,208,desktop,domestic,razorpay,None,inactive,4,41468.82,success,0
txn_e3fbf4cdc31f47,cust_6969,34604.35,debit_card,high_value,0,4,4,2,497,tablet,domestic,razorpay,expired_card,active,11,34948.59,abandoned,1
txn_6571bfe5c34541,cust_2789,20976.6,wallet,loyal,8,126,0,2,556,mobile,domestic,razorpay,bank_declined,active,39,21383.72,abandoned,0
txn_67ad0d8470a74c,cust_9834,27817.7,credit_card,new,12,6,0,1,146,mobile,domestic,razorpay,network_error,none,28,28288.93,failed,0
txn_9d7b6c79ff4a49,cust_1665,31326.77,wallet,churn_risk,3,29,3,0,325,tablet,international,razorpay,None,none,2,31326.77,success,0
txn_7ea35c34b5cd4a,cust_8356,38752.83,credit_card,churn_risk,3,46,1,0,459,desktop,domestic,razorpay,None,none,7,38752.83,success,0
txn_2eb98734b78744,cust_4128,33222.31,credit_card,loyal,3,146,0,0,581,tablet,domestic,razorpay,None,active,54,33222.31,success,0
txn_b81d59657cd449,cust_8901,15629.01,debit_card,loyal,2,84,5,0,518,desktop,domestic,razorpay,None,active,14,15629.01,success,0
txn_fca89acfccde4b,cust_3998,27605.2,net_banking,loyal,19,18,0,0,122,tablet,domestic,razorpay,None,active,24,27626.74,success,0
txn_c0e67c0a029845,cust_5646,36996.83,wallet,high_value,6,10,1,2,261,desktop,domestic,razorpay,network_error,none,20,36996.83,failed,1
txn_f91e0619be2b4a,cust_5502,13093.79,credit_card,high_value,16,137,0,1,439,tablet,domestic,razorpay,expired_card,none,34,13093.79,failed,1
txn_9f6593655c3447,cust_2285,29021.34,wallet,loyal,13,166,0,1,203,desktop,domestic,razorpay,insufficient_funds,none,57,29033.93,abandoned,1
txn_8af0af112ccf4e,cust_2595,40427.81,net_banking,new,6,56,0,3,588,desktop,domestic,razorpay,expired_card,none,0,40427.81,overdue,1
txn_ccaf88a1e64e4a,cust_6540,20955.02,upi,loyal,20,25,0,2,312,mobile,domestic,razorpay,insufficient_funds,inactive,21,20955.02,abandoned,1
txn_482501f2bd3449,cust_5397,6215.14,net_banking,churn_risk,22,145,0,3,470,desktop,domestic,razorpay,insufficient_funds,active,12,6307.17,failed,1
txn_70df6cddf3504a,cust_3281,44476.43,upi,returning,16,127,1,0,219,desktop,domestic,razorpay,None,active,29,44476.43,success,0
txn_08c865fb9c8e4a,cust_2505,47475.55,upi,returning,19,9,2,2,339,mobile,domestic,razorpay,insufficient_funds,inactive,41,47501.24,failed,1
txn_d5798617672f42,cust_3091,48523.06,credit_card,churn_risk,0,158,0,0,177,tablet,international,razorpay,None,active,24,48523.06,pending,0
txn_6bbbacf6a02845,cust_7857,28733.3,debit_card,high_value,1,144,0,0,224,tablet,domestic,razorpay,None,none,11,29218.15,success,0
txn_436f7aa2cea547,cust_5746,20839.44,net_banking,loyal,6,16,0,2,86,tablet,domestic,razorpay,authentication_failed,none,48,20839.44,abandoned,1
txn_52f3d26ee02042,cust_4790,12114.56,wallet,loyal,13,38,0,0,134,tablet,domestic,razorpay,None,active,46,12114.56,success,0
txn_cc76cbd5dcd94c,cust_6507,9406.39,upi,churn_risk,4,165,1,0,386,tablet,domestic,razorpay,None,none,11,9406.39,success,0
txn_f32a37dfbe1246,cust_2192,19122.25,net_banking,high_value,7,128,0,0,250,tablet,domestic,razorpay,None,active,30,19122.25,success,0
txn_683854d9594242,cust_2121,39506.49,upi,churn_risk,2,60,0,2,453,desktop,domestic,razorpay,bank_declined,active,13,39938.37,failed,1
txn_9d9e60ff82a940,cust_3379,19759.1,upi,churn_risk,11,40,0,0,507,mobile,domestic,razorpay,None,none,50,19783.96,success,0
txn_91b020691e424b,cust_2115,11225.24,debit_card,new,0,62,0,3,263,tablet,domestic,razorpay,network_error,inactive,5,11225.24,failed,1
txn_582ec93580e649,cust_8050,46208.13,credit_card,high_value,6,48,0,1,557,tablet,domestic,razorpay,network_error,inactive,20,46255.13,failed,1
txn_0556a58d73b046,cust_8992,48329.45,debit_card,churn_risk,4,84,0,0,45,desktop,domestic,razorpay,None,none,45,48329.45,success,0
txn_afe57879914f41,cust_4737,8440.29,net_banking,churn_risk,8,59,0,0,291,tablet,international,razorpay,None,active,51,8440.29,success,0
txn_6fb4b237a11340,cust_7209,23346.52,wallet,loyal,5,49,0,2,30,desktop,international,razorpay,insufficient_funds,inactive,45,23346.52,overdue,1
txn_f234763d271644,cust_7028,4690.43,debit_card,returning,19,15,3,1,158,tablet,international,razorpay,expired_card,inactive,21,4690.43,failed,0
txn_99efdf3021be49,cust_7664,4728.86,upi,loyal,6,159,1,0,412,mobile,domestic,razorpay,None,active,29,4728.86,success,0
txn_d73891f075bf4c,cust_4332,30626.67,credit_card,churn_risk,1,38,5,1,152,tablet,domestic,razorpay,authentication_failed,active,54,30626.67,failed,1
txn_d94bde565c4642,cust_7935,2024.1,debit_card,new,0,136,0,0,239,tablet,domestic,razorpay,None,none,40,2024.1,success,0
txn_38e1d16db0e140,cust_3772,24887.28,debit_card,returning,4,165,0,3,573,mobile,domestic,razorpay,insufficient_funds,none,24,24887.28,failed,1
txn_ffb45a87994c4a,cust_5385,13098.33,credit_card,high_value,18,35,1,0,380,desktop,domestic,razorpay,None,none,6,13098.33,success,0
txn_716c834a4f664d,cust_7186,24173.56,upi,new,8,117,0,0,445,tablet,domestic,razorpay,None,none,36,24309.44,success,0
txn_f10ebbdfe8fa4f,cust_1252,31064.09,net_banking,churn_risk,17,64,0,0,106,tablet,domestic,razorpay,None,active,12,31300.68,success,0
txn_4e01a22da92543,cust_9459,49228.31,credit_card,loyal,21,92,1,0,118,desktop,domestic,razorpay,None,inactive,16,49228.31,success,0
txn_25d04247c6e74c,cust_4590,11297.64,wallet,new,12,6,0,3,485,tablet,domestic,razorpay,insufficient_funds,none,6,11771.53,failed,1
txn_b14de758e70848,cust_4371,44620.2,debit_card,high_value,15,122,1,0,93,mobile,domestic,razorpay,None,none,51,44978.7,success,0
txn_0b3d46699d0c4d,cust_6227,49587.84,upi,returning,19,92,0,0,96,tablet,domestic,razorpay,None,none,42,49587.84,pending,0
txn_bc07507c4a574f,cust_5538,39555.84,wallet,high_value,22,3,0,1,527,tablet,domestic,razorpay,insufficient_funds,inactive,35,39609.24,abandoned,0
txn_76766820ec654d,cust_8223,11244.06,credit_card,loyal,7,142,1,1,496,mobile,domestic,razorpay,bank_declined,active,31,11244.06,abandoned,0
txn_f8efe22ae33f4d,cust_6562,34053.95,debit_card,new,9,155,5,3,80,mobile,domestic,razorpay,expired_card,none,52,34389.45,abandoned,1
txn_1435a1bc4a9842,cust_4315,49997.2,wallet,high_value,0,98,0,0,163,desktop,domestic,razorpay,None,inactive,36,50096.48,success,0
txn_e216c651c14049,cust_2668,9071.82,net_banking,new,5,160,0,0,362,tablet,domestic,razorpay,None,inactive,54,9071.82,success,0
txn_30ed7b261a1245,cust_9920,18866.53,upi,churn_risk,0,43,5,3,416,desktop,domestic,razorpay,authentication_failed,active,57,18866.53,failed,1
txn_237a0973e19147,cust_2013,28039.11,wallet,churn_risk,3,120,3,0,532,desktop,international,razorpay,None,inactive,22,28301.81,success,0
txn_9da7db0606dc48,cust_4366,34597.07,debit_card,loyal,5,140,0,0,99,tablet,domestic,razorpay,None,none,4,34597.07,success,0
txn_684eb023da2741,cust_8348,9721.05,upi,returning,21,95,0,0,120,tablet,domestic,razorpay,None,active,37,9721.05,success,0
txn_3eb626e8a3cb41,cust_5442,40115.91,upi,loyal,2,49,1,1,319,mobile,domestic,razorpay,bank_declined,inactive,32,40115.91,failed,0
txn_d6f65b28289840,cust_1914,36806.11,net_banking,loyal,8,50,4,3,241,mobile,domestic,razorpay,expired_card,active,8,37216.25,failed,1
txn_21d6982ae6594b,cust_8342,8106.29,upi,returning,21,79,0,3,460,tablet,domestic,razorpay,network_error,none,3,8481.78,overdue,1
txn_af456e77849247,cust_5620,22951.5,upi,high_value,8,6,1,3,455,mobile,domestic,razorpay,network_error,inactive,11,22951.5,failed,1
txn_fc99dca40bf440,cust_4901,13944.74,wallet,loyal,0,113,1,2,378,mobile,domestic,razorpay,expired_card,active,16,13944.74,failed,1
txn_6790a842eb6c4b,cust_7483,1080.46,credit_card,returning,4,115,0,0,587,tablet,domestic,razorpay,None,active,40,1316.99,success,0
txn_033771d790a842,cust_1506,13066.78,credit_card,returning,11,12,0,3,502,mobile,international,razorpay,network_error,active,10,13066.78,failed,0
txn_038effc76c1d42,cust_4016,757.01,net_banking,high_value,14,28,0,0,161,mobile,domestic,razorpay,None,inactive,41,757.01,success,0
txn_528f2913ecac49,cust_3936,39897.44,upi,high_value,23,126,0,0,213,tablet,domestic,razorpay,None,active,42,40046.35,success,0
txn_42a47a832e4d4c,cust_3993,24694.59,net_banking,returning,20,122,2,2,209,tablet,domestic,razorpay,network_error,none,42,24694.59,failed,1
txn_1777e2b7b8764f,cust_3192,22585.45,upi,churn_risk,12,131,0,1,492,desktop,domestic,razorpay,insufficient_funds,inactive,24,22585.45,failed,1
txn_73b02aa7a7aa40,cust_9909,39230.37,debit_card,new,4,46,0,0,13,desktop,domestic,razorpay,None,none,38,39230.37,success,0
txn_ee682af783024b,cust_9705,40293.81,upi,new,13,97,2,2,210,desktop,domestic,razorpay,insufficient_funds,inactive,20,40589.24,abandoned,1
txn_c6a6ce453a7e41,cust_6561,9068.54,wallet,high_value,6,4,0,0,286,tablet,domestic,razorpay,None,active,4,9390.94,pending,0
txn_ac49565afbde42,cust_3446,965.2,debit_card,new,22,168,0,0,562,tablet,domestic,razorpay,None,active,42,1044.92,success,0
txn_5d4226527dc541,cust_7537,28272.57,debit_card,churn_risk,5,58,1,0,52,mobile,international,razorpay,None,none,6,28272.57,success,0
txn_7ba6664dfc7f40,cust_3576,21293.6,upi,returning,4,16,0,1,517,desktop,domestic,razorpay,network_error,none,16,21293.6,failed,0
txn_f3e3a24e9cc940,cust_5192,8707.3,upi,new,1,128,0,2,501,tablet,domestic,razorpay,authentication_failed,active,28,8707.3,abandoned,1
txn_46108de0ad2649,cust_6349,18785.33,debit_card,high_value,6,135,1,3,207,mobile,domestic,razorpay,insufficient_funds,active,52,19136.69,abandoned,1
txn_b2981e2be3be49,cust_7794,19587.46,debit_card,churn_risk,0,106,0,0,317,desktop,domestic,razorpay,None,active,42,19587.46,success,0
txn_db3a894af96142,cust_4833,38970.85,debit_card,high_value,21,121,1,0,293,mobile,domestic,razorpay,None,inactive,49,38970.85,success,0
txn_bde0c6487d834f,cust_1955,32175.4,credit_card,loyal,4,154,1,0,503,desktop,international,razorpay,None,active,60,32175.4,success,0
txn_a4b7b752978f47,cust_8939,10546.82,net_banking,new,1,95,1,0,12,tablet,domestic,razorpay,None,none,16,10811.76,success,0
txn_99aefd7251484e,cust_6742,4452.66,wallet,high_value,21,141,0,0,561,desktop,domestic,razorpay,None,inactive,6,4758.79,success,0
txn_3577bb2d5c234c,cust_6777,2369.63,credit_card,returning,20,155,0,0,179,tablet,domestic,razorpay,None,inactive,27,2369.63,success,0
txn_9eca61c491d44c,cust_6630,46433.63,net_banking,loyal,11,145,3,2,228,tablet,domestic,razorpay,authentication_failed,none,49,46433.63,failed,1
txn_8497f90368f341,cust_3838,14112.57,wallet,new,23,82,1,0,522,mobile,domestic,razorpay,None,active,28,14112.57,success,0
txn_a96bcff96ead41,cust_1443,42024.93,wallet,loyal,21,78,3,0,270,tablet,domestic,razorpay,None,none,13,42024.93,success,0
txn_4f38cd5b1f574f,cust_9610,10867.03,debit_card,high_value,3,43,0,0,582,tablet,domestic,razorpay,None,inactive,53,10867.03,success,0
txn_757860b7878249,cust_4928,49240.17,debit_card,high_value,8,47,3,3,71,mobile,domestic,razorpay,insufficient_funds,none,49,49240.17,failed,1
txn_6e9918465d2d48,cust_5997,11902.73,wallet,loyal,5,175,1,0,205,mobile,domestic,razorpay,None,active,41,12375.77,success,0
txn_19689dfd90734e,cust_1374,31703.2,net_banking,returning,5,177,3,3,583,tablet,domestic,razorpay,expired_card,active,33,31703.2,overdue,1
txn_6df3533c012140,cust_6545,46370.0,wallet,high_value,17,89,1,1,169,mobile,domestic,razorpay,expired_card,none,10,46370.0,failed,1
txn_4325b02801044e,cust_6241,30474.42,debit_card,churn_risk,23,41,1,3,244,mobile,domestic,razorpay,expired_card,inactive,54,30474.42,failed,1
txn_e1d75af98b4240,cust_2664,46820.58,credit_card,churn_risk,5,55,4,2,517,mobile,domestic,razorpay,expired_card,active,41,46820.58,abandoned,1
txn_18daaee3b3f641,cust_5485,4231.77,wallet,high_value,7,19,1,0,520,desktop,domestic,razorpay,None,inactive,20,4231.77,success,0
txn_0b73141b499a4c,cust_1596,14232.89,wallet,returning,17,74,0,0,146,mobile,domestic,razorpay,None,none,52,14232.89,success,0
txn_f6e3ce1ae2d040,cust_6670,13372.2,credit_card,high_value,5,180,0,0,519,desktop,domestic,razorpay,None,none,5,13372.2,pending,0
txn_3fd942ee9f664c,cust_7332,1416.06,net_banking,new,23,74,2,3,373,desktop,domestic,razorpay,network_error,active,24,1870.87,abandoned,1
txn_b3956e51c3534c,cust_2124,30588.46,net_banking,churn_risk,9,117,1,2,574,mobile,domestic,razorpay,bank_declined,inactive,2,30588.46,abandoned,1
txn_8666cf2a253e4a,cust_4921,25205.09,debit_card,high_value,6,177,0,0,212,mobile,domestic,razorpay,None,inactive,34,25205.09,success,0
txn_6e9c050467584a,cust_4494,39399.36,credit_card,high_value,6,8,0,0,86,tablet,domestic,razorpay,None,none,4,39557.34,success,0
txn_803618bc626648,cust_1181,2614.97,debit_card,high_value,19,23,0,0,290,mobile,domestic,razorpay,None,active,10,2614.97,success,0
txn_3509b73e55e144,cust_2108,16947.46,wallet,new,18,62,0,0,58,desktop,domestic,razorpay,None,inactive,29,17118.03,success,0
txn_3218d836707049,cust_4518,4695.35,debit_card,churn_risk,2,45,2,0,564,desktop,international,razorpay,None,inactive,52,4695.35,success,0
txn_8286419f5e814f,cust_3545,15229.06,wallet,churn_risk,10,66,0,0,324,tablet,domestic,razorpay,None,none,17,15229.06,pending,0
txn_0acbfb0b0d464e,cust_9994,39601.78,credit_card,loyal,11,77,0,0,29,tablet,domestic,razorpay,None,none,5,39601.78,success,0
txn_a2b5b946653349,cust_8191,42888.01,upi,returning,21,81,0,0,502,desktop,domestic,razorpay,None,active,1,42888.01,success,0
txn_4133c633ff1b47,cust_1387,29262.43,wallet,returning,18,74,1,0,267,desktop,domestic,razorpay,None,active,23,29262.43,success,0
txn_05672a07828041,cust_6697,38325.74,wallet,high_value,3,125,0,0,150,mobile,international,razorpay,None,active,12,38325.74,success,0
txn_1ce8747e294145,cust_9728,43328.82,upi,loyal,15,113,1,3,506,mobile,domestic,razorpay,expired_card,inactive,41,43328.82,failed,1
txn_19cf5431388943,cust_1929,44891.2,net_banking,high_value,4,58,2,0,531,tablet,domestic,razorpay,None,active,44,45227.01,success,0
txn_553ab0d387bc4c,cust_2200,46783.15,wallet,churn_risk,5,76,3,2,497,desktop,domestic,razorpay,authentication_failed,inactive,43,47178.55,failed,1
txn_5211d3c46d504a,cust_6145,46765.18,upi,churn_risk,23,109,0,2,422,mobile,domestic,razorpay,bank_declined,active,25,46765.18,failed,1
txn_87a5260cba3448,cust_3338,6401.47,credit_card,loyal,3,179,5,0,350,mobile,domestic,razorpay,None,none,3,6782.27,success,0
txn_0c1bf3f15dfb4c,cust_6799,49524.22,credit_card,returning,22,154,0,3,432,tablet,domestic,razorpay,expired_card,inactive,3,49794.59,failed,0
txn_59f4e4f8970c40,cust_6860,11771.51,net_banking,returning,18,142,3,0,422,desktop,domestic,razorpay,None,active,10,11771.51,success,0
txn_3a557a97bbfa4f,cust_1837,45231.79,net_banking,churn_risk,6,96,0,1,316,desktop,domestic,razorpay,expired_card,active,33,45358.21,abandoned,1
txn_3c22f67e18544a,cust_4047,40381.13,net_banking,high_value,8,103,0,0,198,tablet,domestic,razorpay,None,none,36,40381.13,pending,0
txn_075ed06c2b5542,cust_6334,2768.5,wallet,returning,21,152,2,0,12,mobile,domestic,razorpay,None,none,25,2768.5,success,0
txn_ddca5d04a28c4f,cust_7885,4082.99,debit_card,new,9,54,0,3,172,tablet,domestic,razorpay,authentication_failed,active,46,4400.85,failed,1
txn_faeb87bd5fa043,cust_4841,25400.33,credit_card,loyal,14,118,0,1,326,mobile,domestic,razorpay,network_error,none,33,25400.33,overdue,1
txn_4bf56016ebcf41,cust_2698,11502.72,wallet,churn_risk,16,115,0,3,273,desktop,domestic,razorpay,bank_declined,inactive,18,11502.72,failed,1
txn_e14d2e058fef4a,cust_2455,20272.41,upi,high_value,20,78,0,0,401,tablet,domestic,razorpay,None,inactive,5,20468.87,success,0
txn_a4b4f7f3358d46,cust_5769,43415.44,net_banking,returning,16,1,0,0,451,tablet,domestic,razorpay,None,inactive,40,43415.44,success,0
txn_7441d593e55c46,cust_6465,46692.97,debit_card,high_value,9,38,2,0,115,desktop,international,razorpay,None,none,58,46798.88,success,0
txn_cea8c956a72b46,cust_9813,37121.49,credit_card,churn_risk,22,127,0,0,16,tablet,domestic,razorpay,None,none,4,37121.49,success,0
txn_9de9851a740e4c,cust_4685,14770.4,upi,new,15,146,1,0,191,tablet,domestic,razorpay,None,inactive,28,14770.4,success,0
txn_446242b2d0da44,cust_9985,41855.5,wallet,returning,8,49,2,0,403,desktop,domestic,razorpay,None,inactive,29,42114.81,success,0
txn_a538468462074a,cust_1351,31681.15,wallet,loyal,4,41,0,3,154,desktop,domestic,razorpay,insufficient_funds,active,50,31768.67,failed,1
txn_074a3804dc3e4a,cust_9342,34248.61,debit_card,loyal,9,87,4,2,408,desktop,domestic,razorpay,authentication_failed,active,33,34248.61,failed,1
txn_d6662e9395a04e,cust_8988,14955.05,upi,high_value,10,152,3,3,373,tablet,domestic,razorpay,expired_card,active,3,14955.05,abandoned,1
txn_b55a3a2d391841,cust_8175,40535.14,debit_card,churn_risk,3,27,4,0,552,desktop,domestic,razorpay,None,none,44,40535.14,success,0
txn_120985df1c0d40,cust_8022,16336.82,upi,new,16,28,4,1,389,mobile,domestic,razorpay,network_error,active,13,16397.82,failed,0
txn_4cc2b1788ce849,cust_4691,31696.41,debit_card,new,22,133,1,1,455,desktop,international,razorpay,bank_declined,none,60,31696.41,failed,0
txn_22b727ce527842,cust_9656,24978.17,net_banking,new,6,52,0,3,170,mobile,domestic,razorpay,authentication_failed,inactive,44,24978.17,failed,1
txn_2d5375af51ab4d,cust_7264,18311.22,credit_card,new,20,132,0,0,53,desktop,domestic,razorpay,None,inactive,23,18311.22,success,0
txn_fb3b868a5b854d,cust_4340,20140.7,debit_card,churn_risk,0,150,0,1,383,mobile,domestic,razorpay,authentication_failed,active,20,20140.7,failed,1
txn_9d86fad0e45645,cust_3835,29127.07,net_banking,returning,7,57,1,0,539,tablet,domestic,razorpay,None,none,8,29127.07,success,0
txn_0dd60f69e05348,cust_7268,8652.11,debit_card,new,18,51,0,1,166,tablet,domestic,razorpay,network_error,inactive,46,8652.11,failed,1
txn_104e156b7e0d4a,cust_2490,17006.84,net_banking,churn_risk,9,147,0,0,171,tablet,domestic,razorpay,None,none,50,17006.84,success,0
txn_afbbe71922264d,cust_7103,5971.93,debit_card,churn_risk,8,163,0,2,169,desktop,domestic,razorpay,expired_card,none,43,5971.93,failed,1
txn_a62a8b70aae64f,cust_7779,12884.07,upi,churn_risk,4,131,0,1,347,desktop,domestic,razorpay,expired_card,active,56,12884.07,failed,0
txn_b90012c346f24f,cust_5540,25869.32,wallet,loyal,15,29,0,0,425,tablet,domestic,razorpay,None,inactive,55,25869.32,success,0
txn_a94d7ab7b05c4d,cust_8960,15495.44,upi,new,2,44,1,0,80,desktop,domestic,razorpay,None,inactive,1,15495.44,success,0
txn_5ec7db68148d45,cust_9778,29505.2,wallet,churn_risk,23,71,3,0,402,tablet,domestic,razorpay,None,inactive,9,29505.2,success,0
txn_652ec56d98e840,cust_2281,11286.6,credit_card,new,10,153,0,3,553,tablet,domestic,razorpay,bank_declined,active,40,11286.6,failed,1
txn_b813c3e3c1ab47,cust_3124,44671.67,net_banking,new,0,101,1,0,40,tablet,domestic,razorpay,None,active,33,45069.62,success,0
txn_cd9f04be69f246,cust_4450,29560.82,wallet,loyal,9,169,3,1,499,tablet,international,razorpay,bank_declined,active,38,29560.82,failed,1
txn_7dd2baca871b4d,cust_6434,9994.32,upi,loyal,16,105,0,0,49,tablet,domestic,razorpay,None,active,20,9994.32,success,0
txn_11427587173846,cust_4353,20007.26,upi,loyal,15,18,1,1,305,mobile,domestic,razorpay,insufficient_funds,active,8,20007.26,failed,1
txn_532ad90b2b9f43,cust_2627,23392.77,net_banking,returning,15,85,0,0,370,mobile,domestic,razorpay,None,inactive,40,23392.77,success,0
txn_e0d3c7d406624a,cust_3541,8428.12,wallet,new,0,124,0,0,448,desktop,domestic,razorpay,None,active,12,8428.12,success,0
txn_b726eec6657e43,cust_3827,15158.75,debit_card,high_value,3,139,0,1,116,mobile,domestic,razorpay,expired_card,none,56,15158.75,failed,1
txn_59e6ed3b960649,cust_8902,30735.14,debit_card,high_value,17,113,1,0,32,mobile,domestic,razorpay,None,none,34,30735.14,success,0
txn_b3262b01299b43,cust_8899,48314.16,net_banking,high_value,11,12,1,2,447,desktop,domestic,razorpay,authentication_failed,active,40,48314.16,abandoned,1
txn_d4abc087421f44,cust_4169,19326.15,upi,loyal,5,75,0,0,277,desktop,domestic,razorpay,None,active,52,19326.15,success,0
txn_6561c25306fe40,cust_1908,44038.45,debit_card,churn_risk,11,64,2,0,523,mobile,international,razorpay,None,none,19,44038.45,success,0
txn_933179991e0449,cust_7970,22388.03,credit_card,churn_risk,5,25,0,2,461,mobile,domestic,razorpay,authentication_failed,none,16,22544.54,abandoned,1
txn_8661639fed9d41,cust_1007,34147.12,debit_card,new,12,103,4,1,251,tablet,domestic,razorpay,insufficient_funds,inactive,29,34147.12,failed,1
txn_9c09886bd00f49,cust_2529,12884.44,upi,new,16,163,0,0,99,desktop,domestic,razorpay,None,inactive,43,12884.44,success,0
txn_92baa901652d43,cust_4747,6312.67,upi,high_value,5,159,0,2,548,tablet,domestic,razorpay,insufficient_funds,active,42,6312.67,failed,1
txn_60e7135e1ab048,cust_5753,29834.39,upi,churn_risk,6,147,0,3,41,desktop,domestic,razorpay,insufficient_funds,active,3,29834.39,failed,1
txn_c5ac9d3609b94d,cust_2322,49672.67,wallet,churn_risk,21,78,1,0,433,desktop,domestic,razorpay,None,active,51,49672.67,success,0
txn_9ac4d53af4cb4f,cust_1495,16867.1,wallet,high_value,12,6,1,0,491,desktop,domestic,razorpay,None,none,0,16867.1,success,0
